Name,Ticker,"Sub-Sector","Market Cap","Percentage Upside","Percentage Buy Reco’s","Price to Intrinsic Value Rank","Price Momentum Rank","Earnings Quality Rank","Value Momentum Rank","Fundamental Score","Basis","Rollover Cost","Fair Value","Highest Put OI Strike","Future Open Interest","Percentage Rollover","Call Open Interest","Fair Value Spread","1D Change in Put OI","1W Change in Future Volume","Highest 1W OI Change PE Strike","Put Call Ratio","1 D Change in Call OI","Put Open Interest","Highest 1D OI Change PE Strike","Future Volume","Calendar Spread","1W Change in Put OI","Highest 1D OI Change CE Strike","Highest 1W OI Change CE Strike","Highest Call OI Strike","1D Change in Future OI","% Price above 1M SMA","Beta","% Price above 1M EMA","1W Change in On Balance Volume","Relative Volume","Super Trend","Alpha","ADX Rating – Trend Strength","Volatility","Stochastic %K","William %R","RSI – 14D","Stochastic %D"
Vakrangee Ltd,VAKRANGEE,"Outsourced services","3109.3555533999997",,,,"45","1","18","5.3999999999999995",,,,,,,,,,,,,,,,,,,,,,,"4.068788227994","0.914666207471058","2.295043123381002","2.2201587122184923","0.6895054803842808","26.364285714285714","-34.4381305157148","32.5317492236564","53.396724667818695","63.33333333333341","-36.6666666666666","64.7058823529412","76.58843717667251"
Intellect Design Arena Ltd,INTELLECT,"Software Services","3107.652565105","-19.4228356336261","75","50","62","4","67","4.7934782608695645",,,,,,,,,,,,,,,,,,,,,,,"5.208031555724","2.38655068438978","5.124313701817118","27.48347422550087","0.9685919026605757","223.96071428571432","28.5717596168889","31.3128518475854","65.0769415235198","60.17191977077368","-39.82808022922632","66.3141195134849","64.17796306556552"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","3060.19583727",,"100","99","74","16","95","5.714814814814816",,,,,,,,,,,,,,,,,,,,,,,"-4.3861459458803","1.79149611695787","-2.8277038806126753","-0.15045476899346621","0.5732429253013116","208.09999999999997","-30.2213030189104","19.6678391148265","55.107558744967","37.845303867403345","-62.154696132596655","39.2226148409894","22.46777163904238"
TCI Express Ltd,TCIEXP,"Logistics","3025.757980625","3.3749650882315487","77.7777777777778","27","73","69","29","7.383333333333334",,,,,,,,,,,,,,,,,,,,,,,"-0.2170572112109","1.47859861456027","-0.23379441746129714","-1.1527696884789145","0.45623395455958793","744.9214285714286","8.46919447854496","24.860061651754","52.942207065334","41.833590138674865","-58.16640986132514","57.3751451800232","38.26114929705475"
Welspun Corp Ltd,WELCORP,"Iron & Steel","3004.083808425","-5.290875405280223","50","92","28","65","98",,,,,,,,,,,,,,,,,,,,,,,,"4.5677442789684","1.95265667046334","4.385894371301857","5.403448781819694","1.0025700566198494","103.92142857142858","2.67665238037892","23.1824587266532","62.2913338271904","55.769230769230795","-44.230769230769205","62.2605363984674","51.564567372065575"
Just Dial Ltd,JUSTDIAL,"Online Services","3004.031771085","3.0784373304394994","73.3333333333333","69","2","44","37","4.262499999999999",,,,,,,,,,,,,,,,,,,,,,,"23.4563200446763","1.67101752533163","19.676302894315345","60.65637223248444","2.5237841917092885","370.19642857142856","6.54442746870871","36.403793102754","65.948191267781","82.59714380604454","-17.402856193955458","76.4328289775332","77.6716496354089"
KPIT Technologies Ltd,KPITTECH,"IT Services & Consulting","2976.074875775","-17.057409879839774","100","68","55","70","80",,,,,,,,,,,,,,,,,,,,,,,,"-3.5519721072129",,"-0.6813952420884895","-2.476684616918089","1.0486046410796057","103",,"42.8597956404227","59.2146273852175","13.605442176870758","-86.39455782312923","49.2424242424242","23.20145447607307"
Hindustan Copper Ltd,HINDCOPPER,"Mining - Copper","2965.32369",,,,"41","4","10","6.4333333333333345",,,,,,,,,,,,,,,,,,,,,,,"-3.8403840384038","1.58266852654762","-4.2253018229427735","-1.3256912172042044","0.26538467846406416","35.05","-20.3515243891988","24.9080959981295","60.1631666753634","20.833333333333247","-79.16666666666676","29.5454545454544","11.944444444444455"
KEI Industries Ltd,KEI,"Cables","2937.37426822","32.857861635220125","80","77","46","23","58","5.472093023255814",,,,,,,,,,,,,,,,,,,,,,,"-5.4772042186834","1.47143945439534","-5.85112454269423","-1.0289444424341307","0.5671978745327085","365.9714285714287","2.11773032870818","35.6930748151925","51.4936440196187","4.532577903682621","-95.46742209631738","35.6386732533522","18.553971951816774"
Allcargo Logistics Ltd,ALLCARGO,"Logistics","2888.15088462","10.156585156585148","62.5","59","90","5","76","4.6125",,,,,,,,,,,,,,,,,,,,,,,"-2.8813384281731","1.6016584042627","-1.6335636262255204","-2.8226127964702274","0.6167587512578345","114.72142857142856","-12.4134796399059","23.1313372091171","57.2654465317321","11.420612813370465","-88.57938718662953","18.2072829131652","8.449396471680595"
Spicejet Ltd,SPICEJET,"Airlines","2875.1737847100003","17.310344827586192","54.5454545454545",,"5","72","17",,,,,,,,,,,,,,,,,,,,,,,,"-2.3345906820267",,"-2.9862164776080724","-7.451303309676795","0.5170658595912725","52.457142857142856",,"29.1508008056592","58.011677025529394","15.841584158415795","-84.15841584158422","56.1320754716981","30.985135098875745"
IIFL Finance Ltd,IIFL,"Investment Banking & Brokerage","2858.778508685",,,"98","34","36","83","4.22",,,,,,,,,,,,,,,,,,,,,,,"-4.5784654246921","1.8054916692935","-4.570803581549154","-1.681981864506083","0.33434692612116224","82.60357142857144","-43.8692205656772","25.1921268450683","59.2342658524568","14.572864321608064","-85.42713567839193","33.8645418326693","14.524915853593152"
IFB Industries Ltd,IFBIND,"Auto Parts","2848.4713588","-23.504156142365094","66.6666666666667",,"37","6","65","6.23",,,,,,,,,,,,,,,,,,,,,,,"12.911321247164201","1.92946050603208","12.656086656208231","15.594492687680148","0.9159134858297222","615.7285714285715","-5.58924006310476","44.9136773583374","67.0508827624722","71.65458141067897","-28.34541858932102","79.0588235294118","84.37203006922493"
Delta Corp Ltd,DELTACORP,"Theme Parks & Gaming","2822.9655134600002","45.57701365991521","100",,"2","88","18",,,,,,,,,,,,,,,,,,,,,,,,"-2.4637580953698004","1.93373562839969","-2.347305750108608","-9.475355659094403","0.5750547137018841","113.475","-19.9642122107937","18.4573957315404","56.358376633560106","17.532467532467543","-82.46753246753245","53.3199195171026","23.507273507273535"
INOX Leisure Ltd,INOXLEISUR,"Theatres","2803.581914415","23.059060157249977","82.3529411764706",,"4","26","21","5.607894736842106",,,,,,,,,,,,,,,,,,,,,,,"-0.6874227104095","0.86739732839788","-1.7520383243829873","-8.800141013962783","0.9653188595432457","297.01785714285717","9.16181291781604","29.0267040232776","63.005095438859904","20.79295154185024","-79.20704845814977","64.3525741029641","33.28491957754202"
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines","2785.24919244","77.16598284222302","100",,"1","38","46","4.581818181818182",,,,,,,,,,,,,,,,,,,,,,,"-3.3560389136891002",,"-3.3488742120243997","-0.6076080416312625","0.553594806948646","146.2607142857143",,"39.4900863993358","60.602938167614","37.94642857142856","-62.053571428571445","43.7694704049844","37.72321428571431"
HEG Ltd,HEG,"Electrical Components & Equipments","2758.6137913499997","26.935563207083124","50","100","63","27","95","4.952325581395348",,,,,,,,,,,,,,,,,,,,,,,"-2.3345426223124","2.11659920530498","-3.057630163110381","-0.2706586412361686","0.3790687976095371","777.1428571428569","-8.61991131239226","25.9939163604303","64.6537292565726","6.506849315068493","-93.4931506849315","30.7634730538922","11.406971694761358"
Jindal Stainless Ltd,JSL,"Iron & Steel","2757.747836","4.1690875232774625","66.6666666666667",,"50","86","89","4.84698795180723",,,,,,,,,,,,,,,,,,,,,,,"23.385470597852702","1.69062262717112","18.478853550065644","20.264018621033088","1.9595752183206827","43.30714285714286","-16.0949374195656","38.5135002726798","64.8393572000974","90.09287925696594","-9.90712074303406","84.75","82.5066449866279"
Bajaj Consumer Care Ltd,BAJAJCON,"FMCG - Personal Products","2716.21432719","6.292320396366643","75","80","11","98","69","6.363636363636363",,,,,,,,,,,,,,,,,,,,,,,"1.4353012479683","0.997186365364096","1.8817933499944095","11.205660870062866","0.29734774303620515","168.92142857142858","-28.0299795467011","22.145245649025","50.9703433346083","58.51851851851856","-41.48148148148144","51.1482254697286","47.25470452544326"
Tasty Bite Eatables Ltd,TASTYBITE,"Packaged Foods & Meats","2694.27434",,"100","6","73","14","26","7.300000000000001",,,,,,,,,,,,,,,,,,,,,,,"-0.8629974196663001","1.08579492547686","-2.6482530219868683","-1.0754666078041841","0.4924762948491923","11590.75","25.3718884117789","38.4182648465742","52.1838260555876","23.966254093356223","-76.03374590664377","48.9619077328342","34.83129241984221"
ICRA Ltd,ICRA,"Stock Exchanges & Ratings","2605.9113193050002","-9.974791827152337",,"48","40","45","24","6.291666666666666",,,,,,,,,,,,,,,,,,,,,,,"-3.2198715338062995","0.566893664420946","-2.72372677595637","-1.3923301653045375","1.0160750308487296","2935.2071428571426","-13.7685936444582","25.0647674095182","34.8586944296475","9.489414694894238","-90.51058530510576","33.3757267441861","16.62548360913423"
Suprajit Engineering Ltd,SUPRAJIT,"Auto Parts","2590.43819996","10.654505853525732","87.5","40","53","79","60","6.43623188405797",,,,,,,,,,,,,,,,,,,,,,,"0.5074213768214","1.25137489337974","0.04733943222505754","-10.807548061804452","1.3191366666925954","172.92142857142858","-12.8159274728191","24.015008245851","50.3288633732593","27.272727272727238","-72.72727272727276","60.051993067591","38.578088578088575"
Ge Power India Ltd,GEPIL,"Construction & Engineering","2570.442353685","61.52499675366835","100","64","1","7","51","3.416279069767442",,,,,,,,,,,,,,,,,,,,,,,"-9.0930705310334","0.876326496276494","-9.1914119320601","-5.065837480051032","0.779341813406974","426.5999999999999","-17.6969914199803","41.7817886217955","40.9825738303733","4.359673024523222","-95.64032697547677","14.2233856893543","5.802128125895403"
Tata Steel BSL Ltd,TATASTLBSL,"Iron & Steel","2558.64905712",,,,"22","16","63","4.80722891566265",,,,,,,,,,,,,,,,,,,,,,,"7.487367937528699","0.968621786410746","4.729920242728958","3.5390877675774766","1.4152960840945825","23.650000000000002","-16.1073297586983","45.5723945920643","53.053182607280704","81.53846153846149","-18.461538461538503","71.8518518518519","78.31511758341027"
Gujarat State Fertilizers and Chemicals Ltd,GSFC,"Fertilizers & Agro Chemicals","2554.2409672999997","10.185819070904648","100","97","50","8","69","6.388888888888888",,,,,,,,,,,,,,,,,,,,,,,"3.6797412050141","1.68337365481177","1.849671561698396","-1.3594541045251007","1.350894930846767","59.639285714285705","-26.5661994181007","35.3493694389022","51.7948750535025","53.917050691244214","-46.082949308755786","60.8910891089109","47.55411958195004"
Ujjivan Financial Services Ltd,UJJIVAN,"Consumer Finance","2544.7768002000003","26.044637681159415","37.5","89","26","3","74","4.55",,,,,,,,,,,,,,,,,,,,,,,"-1.9171275897628002","1.9510573866771","-3.2960037910277906","-1.4762169585360225","0.26029856366734094","228.08214285714286","-16.5541261368742","36.8934750881868","68.290553822156","27.469879518072233","-72.53012048192777","54.9731182795699","33.23774184189225"
BEML Ltd,BEML,"Rail","2506.9989","23.4200647249191","66.6666666666667","62","30","5","51","5.28125",,,,,,,,,,,,,,,,,,,,,,,"-1.7920503764365998","1.76157259250995","-2.709957570104471","-1.526307042174679","0.4687960181363082","651.9357142857144","-36.2408775630312","39.3113476481373","55.1402430428713","10.649627263045783","-89.35037273695421","49.5753715498939","22.977597040937027"
Rashtriya Chemicals and Fertilizers Ltd,RCF,"Fertilizers & Agro Chemicals","2463.2873664999997",,,,"70","6","51","3.2111111111111112",,,,,,,,,,,,,,,,,,,,,,,"0.444294471627","1.54956524149433","-0.9282464461854323","-0.97259566042456","0.6234433960783974","42.935714285714276","-24.9029323111642","27.2075871892811","60.1043616758885","39.99999999999992","-60.00000000000008","58.0152671755725","31.429201101928353"
Dishman Carbogen Amcis Ltd,DCAL,"Labs & Life Sciences Services","2456.79109865","-2.959183673469397","100","85","92","29","92",,,,,,,,,,,,,,,,,,,,,,,,"-2.0747406574179",,"-3.9933641401060704","-1.4134663646356114","0.9716406280185199","181.92857142857144","-6.83862226976248","24.6657823224474","71.091919569792","12.424849699398766","-87.57515030060124","53.1368102796674","31.325190658642512"
Sobha Ltd,SOBHA,"Real Estate","2451.76530005","27.887734718337992","100","91","6","38","87","4.79390243902439",,,,,,,,,,,,,,,,,,,,,,,"5.1849892678758005","2.00421870763065","3.2361785597641246","1.0413540618581472","1.241842482507032","227.1392857142857","-15.4914750967002","28.7505981626038","59.8291376386464","71.56862745098039","-28.431372549019606","63.867288750648","65.06535947712419"
MMTC Ltd,MMTC,"Commodities Trading","2445",,,,"42","8","24","4.73",,,,,,,,,,,,,,,,,,,,,,,"-1.2420478642836","1.2774284119298","-2.252050891709867","0.15097606752080575","0.27601067709925226","17.403571428571432","-21.9060491072024","27.8800393912751","55.1781171954162","34.48275862068967","-65.51724137931033","49.1525423728813","22.246941045606267"
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","2429.93498576","38.809380234505845","58.3333333333333","99","12","63","70","6.934285714285714",,,,,,,,,,,,,,,,,,,,,,,"-5.677939807632701","1.80379258595397","-6.257360680212876","-2.1404311157166718","0.3900242427158899","32.78214285714285","-44.7756443859179","37.7241732117783","58.58210843021801","22.448979591836682","-77.55102040816332","36.8421052631579","15.646258503401336"
Dish TV India Ltd,DISHTV,"Cable & D2H","2393.6737682","28.85840336134453","100",,"34","84","94","6.550000000000001",,,,,,,,,,,,,,,,,,,,,,,"-2.4024024024023998","1.83597254407936","-0.49483418852098726","-4.041639887270844","0.5452722500956849","14.535714285714288","-42.0897518240582","33.8472214499873","64.3900664817811","48.14814814814816","-51.85185185185185","52.8925619834711","33.008447043534765"
DCB Bank Ltd,DCBBANK,"Private Banks","2384.37590784","14.39241334205363","52","90","11","31","53","6.65142857142857",,,,,,,,,,,,,,,,,,,,,,,"-4.5547753681725","1.20978893854748","-4.5148377889218665","0.3286299548040212","0.6024884847341972","82.61428571428576","-27.9351333488304","38.0924727355441","58.7759765662666","27.93296089385474","-72.06703910614526","35.6923076923077","22.34636871508384"
Eclerx Services Ltd,ECLERX,"Outsourced services","2381.2688195250003","-21.36595107338991","37.5","74","84","92","100","5.979166666666666",,,,,,,,,,,,,,,,,,,,,,,"-1.9436237099687999","1.23205100031183","-1.8200761789275433","-0.8758826472932149","0.5357591545442527","787.6357142857142","-17.1375483477663","25.6309643854273","57.905756313664504","8.87311446317657","-91.12688553682344","46.3505346350535","27.029363054244598"
Mahindra Logistics Ltd,MAHLOG,"Logistics","2378.164737585","-4.233751846381097","80","16","58","14","18",,,,,,,,,,,,,,,,,,,,,,,,"-1.474983129278",,"-1.7069784150653189","-1.3796035127234272","0.24349822438610708","311.4535714285714","-6.96224731431335","21.1618917796239","55.539866106941204","29.126213592232997","-70.873786407767","57.2588347659981","43.443305765312225"
BSE Ltd,BSE,"Stock Exchanges & Ratings","2363.550471015","18.150805832693777","66.6666666666667","89","51","90","95","5.958333333333333",,,,,,,,,,,,,,,,,,,,,,,"-2.1149838940503","1.45257229797366","-1.4455089847500213","1.484789154034321","0.38457105586306944","515.5142857142857","-22.8188250584831","25.4903689426696","44.4654164999943","20.265379975874744","-79.73462002412526","41.8296529968455","16.80739847205483"
TCNS Clothing Co Ltd,TCNSBRANDS,"Apparel & Accessories","2349.26230991","19.243048199152536","50",,"42","38","24","6.874489795918368",,,,,,,,,,,,,,,,,,,,,,,"-1.1062948825775",,"-0.6044457835651662","-9.831144375773345","0.5229221635883905","351.9821428571429","-19.2442759377653","25.6973406464881","56.389804442978395","31.90546528803535","-68.09453471196466","47.8405315614618","26.390148603084928"
Phillips Carbon Black Ltd,PHILIPCARB,"Commodity Chemicals","2341.2098281","9.159205500381985","100","88","61","74","85","5.0672727272727265",,,,,,,,,,,,,,,,,,,,,,,"6.1286668489512","1.76267477323942","5.961845629219953","3.2038183096774038","0.9039040334341489","115.95","-5.17898935417322","23.5905844812293","59.0114558172122","85.36585365853662","-14.63414634146338","65.4993514915694","75.47813804279723"
Suzlon Energy Ltd,SUZLON,"Renewable Energy Equipment & Services","2325.15113544",,,,"98","1","54","2.3499999999999996",,,,,,,,,,,,,,,,,,,,,,,"-5.3254437869823","1.37402521145682","-7.128198440501676","-3.2508324690757204","0.5642405188610229","3.139285714285715","-37.079356216868","30.854738175437","70.1360709178828","22.222222222222157","-77.77777777777784","30.7692307692308","16.931216931216955"
Gujarat Alkalies And Chemicals Ltd,GUJALKALI,"Commodity Chemicals","2306.6539084799997","83.54016549968172",,"99","59","20","94","7.083636363636364",,,,,,,,,,,,,,,,,,,,,,,"-4.4286561896214005","1.78160446915934","-4.06211374481188","-1.9278242143626458","0.317941933197586","338.6821428571428","-23.9706416368414","20.6735642257781","56.1344016154203","5.936073059360865","-94.06392694063913","35.3878852284803","4.166191019786919"
Jindal Stainless (Hisar) Ltd,JSLHISAR,"Iron & Steel","2267.3323228500003","11.536950904392773","100",,"48","65","100","4.831927710843374",,,,,,,,,,,,,,,,,,,,,,,"10.447075048844901","1.95135201124773","6.954322604966445","20.325159973200073","0.915829853552717","81.45714285714286","-21.5357214752454","33.5547234729931","67.30371329453419","83.90243902439019","-16.097560975609813","81.6112084063047","85.65178669987453"
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","2264.75491542","21.513148542999296","100",,"55","99","61","7.275",,,,,,,,,,,,,,,,,,,,,,,"-1.0208767529761","1.30094644057745","-1.9423421768340554","5.869775498364352","0.2652571093801967","66.85357142857144","-21.7811860018179","22.3676670033809","60.2726016901365","29.166666666666668","-70.83333333333334","49.4736842105263","49.74960876369325"
Orient Refractories Ltd,ORIENTREF,"Cement","2258.016264","19.064499213424224","100","33","20","57","3","7.333783783783783",,,,,,,,,,,,,,,,,,,,,,,"-2.3927917634992","1.56735443240255","-2.5692604045047474","-1.7523217927081922","0.6261902932677739","176.85357142857143","7.62766875142886","16.9410922313822","59.263577455723706","14.705882352941163","-85.29411764705884","52.5032092426187","31.892715210037096"
Ge T&D India Ltd,GET&D,"Heavy Electrical Equipments","2251.929275325","20.90954861111111","33.3333333333333",,"39","1","45","6.320833333333333",,,,,,,,,,,,,,,,,,,,,,,"-1.3405126479331","1.60604045308778","-2.9065832646493317","-1.9524662060452083","1.2073780185857939","96.45714285714288","-46.5717576583017","27.5437339134217","56.894151021519","27.80748663101611","-72.1925133689839","59.9476439790576","40.54063987356893"
Uflex Ltd,UFLEX,"Packaging","2235.30654913",,"100","98","93","5","100","5.9342105263157885",,,,,,,,,,,,,,,,,,,,,,,"-2.3486174860802","1.56087414917836","-2.8724929618429873","-1.9831984904210276","0.2487256332269873","327.95714285714286","-14.7664290935345","30.4991958154877","50.092041283969","28.47571189279735","-71.52428810720265","51.2019230769231","26.58982380191163"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","2202.986915055",,,,"43","37","44","4.082894736842105",,,,,,,,,,,,,,,,,,,,,,,"12.7450980392157","1.48249222078182","10.644881762249758","419.24008076083277","0.5471580242531646","8.942857142857143","-0.467806037381822","21.5900786507158","59.8699324283569","100","0","74.5098039215686","100"
Mahindra Holidays and Resorts India Ltd,MHRIL,"Hotels, Resorts & Cruise Lines","2176.626308","3.8424984690753208","50",,"2","35","21","4.490909090909091",,,,,,,,,,,,,,,,,,,,,,,"-2.3248184434601997","0.886756684194386","-2.9194747832650525","-2.447281644508011","0.5478611408810397","159.62142857142854","-28.7926632452534","24.0591213377868","52.891298471335304","18.786127167630045","-81.21387283236996","39.0282131661442","12.662511147341968"
Indiabulls Real Estate Ltd,IBREALEST,"Real Estate","2175.56664666","159.46081504702192",,,"22","39","90","6.71111111111111",,,,,,,,,,,,,,,,,,,,,,,"-6.615925058548","2.31896622090499","-7.887773059355596","-3.0656902136977098","0.5203743172340544","54.33571428571429","-35.1791032950221","43.6630553618472","61.2957711976174","12.666666666666703","-87.3333333333333","30.5084745762712","15.877233877233891"
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines","2169.413228385","2.075824175824179","63.636363636363605",,"1","8","3","5.593181818181819",,,,,,,,,,,,,,,,,,,,,,,"-0.1455074572572",,"-0.6327994682589377","-0.3615726111801966","0.4893888607117347","29.371428571428574","-27.6803485762683","38.3650775585598","62.9606349671862","45.454545454545446","-54.545454545454554","51.5789473684211","55.370157268891454"
HFCL Ltd,HFCL,"Telecom Equipments","2151.33179995",,,,"41","51","28",,,,,,,,,,,,,,,,,,,,,,,,"5.511811023622","1.35993807679342","3.683703206356559","3.963771164957222","1.0527172558491693","14.471428571428573","-13.4293066196158","26.397287246856","66.4879443182907","56.363636363636395","-43.63636363636361","63.768115942029","51.935474144429406"
Techno Electric & Engineering Company Ltd,TECHNOE,"Construction & Engineering","2125.2","31.91524163568772","71.4285714285714",,"4","88","24","6.526162790697675",,,,,,,,,,,,,,,,,,,,,,,"-1.3442610394087","0.68450781638386","-1.5828790468188747","-0.8090490436146409","0.15453749632888647","213.25357142857143","-19.4583302234435","29.4545742237152","52.8582052748607","37.39565943238729","-62.60434056761272","49.3827160493827","29.604897050639963"
Himadri Speciality Chemical Ltd,HSCL,"Commodity Chemicals","2089.85083218","33.96750250752255","100","81","49","21","67","6.212727272727273",,,,,,,,,,,,,,,,,,,,,,,"-3.5469218130859","1.68119906626195","-3.322287084098996","-0.3855538164678258","0.4012104967180371","55.167857142857144","-32.4785380531211","17.3745042196522","66.2187580897613","10.280373831775712","-89.71962616822428","47.0588235294118","17.215236421202423"
Venky's (India) Ltd,VENKEYS,"Packaged Foods & Meats","2038.93057596","28.77421842434347","100","87","37","58","87","7.061184210526315",,,,,,,,,,,,,,,,,,,,,,,"1.0973429074348","1.64194612448919","0.0924840514723968","2.6572173005795183","0.5983393558530602","1311.6892857142855","-8.95906615673207","33.8066114332226","60.8502799398593","28.516916815059766","-71.48308318494023","58.778058569942","46.49729747535718"
NCC Ltd,NCC,"Construction & Engineering","1991.14910982","56.84380032206118","85.7142857142857","99","8","69","82","6.042441860465116",,,,,,,,,,,,,,,,,,,,,,,"-1.5899329364780002","2.07822107658142","-1.5131404221794709","-4.977424401989126","0.4454707151443203","30.278571428571432","-30.1550792634883","28.8860927952162","73.1142299950137","33.01886792452828","-66.98113207547173","42.3312883435583","28.461979606683546"
India Tourism Development Corp Ltd,ITDC,"Tour & Travel Services","1962.832719",,,,"9",,,"4.86590909090909",,,,,,,,,,,,,,,,,,,,,,,"-1.6530879855543","2.03009925975234","-1.32454564584632","-0.2445759813699356","0.32966732115207303","217.62142857142854","-19.2356939579952","20.2931838703673","62.4231412690816","30.423280423280413","-69.57671957671958","50.5804311774461","16.878667731182656"
Nilkamal Ltd,NILKAMAL,"Plastic Products","1955.9699643749998","4.253439193831586","50","55","50","50","43","7.519230769230768",,,,,,,,,,,,,,,,,,,,,,,"0.5338283005699","1.30009743879168","0.6063009244907436","0.2835064128941367","0.2922418501196541","1352.1035714285713","-9.98907721026621","19.7968531890067","39.6145233648029","57.11733174508639","-42.88266825491361","86.3070539419085","66.13829029832488"
Jindal SAW Ltd,JINDALSAW,"Building Products - Pipes","1936.14674912","-36.15144032921811","50","96","24","72","92","5.867469879518072",,,,,,,,,,,,,,,,,,,,,,,"-3.0959875682352997","1.63757113632113","-2.7437561092042984","-2.357650200818707","0.37226720118972745","66.175","-18.2816890597898","30.1642965285726","66.20901953338439","37.58389261744961","-62.41610738255039","33.7837837837838","36.689038031319875"
Federal-Mogul Goetze (India) Ltd,FMGOETZE,"Auto Parts","1889.8234561000002",,,"18","31","69","10","5.341304347826087",,,,,,,,,,,,,,,,,,,,,,,"-14.1776197363684","1.0052700389529","-14.117573896761893","-1.4333573046876662","2.0245860340719246","411.9821428571429","-12.4417636110659","40.1176949200358","57.642284767899895","0","-100","49.0868048430125","13.951612903225815"
Raymond Ltd,RAYMOND,"Apparel & Accessories","1829.7789965349998","48.21932402645116","100",,"46","16","51","5.076543209876544",,,,,,,,,,,,,,,,,,,,,,,"-0.8772641620007999","1.45782606836264","-1.3336933422862796","-6.751279111881728","0.5275398211687709","292.83571428571435","-38.4194097456232","23.2473119363515","54.491063935627906","35.6164383561645","-64.3835616438355","58.9257503949447","43.049955746914726"
Bliss GVS Pharma Ltd,BLISSGVS,"Pharmaceuticals","1803.5195599200001",,,"75","30","9","28","6.311333333333334",,,,,,,,,,,,,,,,,,,,,,,"5.6096640241601","0.437111155227412","4.91892838422201","-4.325399560723923","0.7493652384228741","163.05357142857142","5.96777195167771","21.9283072980824","52.6324821574186","78.57142857142857","-21.428571428571427","79.3778801843318","80.04307250538407"
Balmer Lawrie and Company Ltd,BALMLAWRIE,"Conglomerates","1764.75969072",,,"82","40","50","73","5.91",,,,,,,,,,,,,,,,,,,,,,,"0.9315631189027","1.01706952538103","-1.123455478449742","8.84081482904996","0.5825235219204578","109.05714285714286","-12.6853896909683","32.8560599877996","43.7822131999009","62.06896551724138","-37.93103448275862","60.8142493638677","61.10352205303422"
Ashoka Buildcon Ltd,ASHOKA,"Construction & Engineering","1743.29117757","83.29685230024214","95.4545454545455","97","5","89","82","3.582558139534884",,,,,,,,,,,,,,,,,,,,,,,"-4.137079345477","1.74793885047256","-3.927269471002204","0.05682891368234261","0.21634275230911676","65.82857142857142","-21.9436824683684","33.9493486911596","68.7855543638691","24.615384615384635","-75.38461538461536","26.9736842105264","20.047155909224887"
Equitas Holdings Ltd,EQUITAS,"Consumer Finance","1707.2416244249998","33.85591397849464","90.90909090909089","94","19","7","73","3.0360000000000005",,,,,,,,,,,,,,,,,,,,,,,"-3.9607767736973996","1.85372407564698","-4.536866962801589","-18.88615581855502","0.4417640946749836","55.550000000000004","-36.4401949915157","25.381878836155","80.22757233674879","12.903225806451676","-87.09677419354833","42.4242424242424","31.061746731646963"
Jamna Auto Industries Ltd,JAMNAAUTO,"Auto Parts","1693.4715112499998","-1.0565116279069684","60",,"57","4","33","7.360144927536233",,,,,,,,,,,,,,,,,,,,,,,"-5.5660482168648","1.43431565001988","-4.171630283104544","0.25660475207681044","0.3347423177034972","42.471428571428575","-8.95136133098845","21.1396190689414","64.11838025654019","27.58620689655173","-72.41379310344827","35.8381502890173","31.85954371299199"
Greaves Cotton Ltd,GREAVESCOT,"Industrial Machinery","1646.1923803999998","19.239887640449425","40","79","23","74","51","5.639215686274509",,,,,,,,,,,,,,,,,,,,,,,"-2.9476912591583","1.42430048578131","-3.594167040576657","-0.8538386942303846","0.33665512999882113","76.70000000000002","-22.8104392120366","22.7233047630479","50.9830004244191","11.392405063291204","-88.60759493670881","44.4915254237288","10.338512322374996"
Kennametal India Ltd,KENNAMET,"Industrial Machinery","1569.7957920000001",,,"80","22","23","31",,,,,,,,,,,,,,,,,,,,,,,,"-2.5120964164579",,"-2.643524996467861","0.0627017796632781","0.5125188770255913","766.6035714285714",,"18.9189879023878","47.9928459686054","4.4979079497907515","-95.50209205020926","35.2073085031624","15.433175794329642"
Shopper's Stop Ltd,SHOPERSTOP,"Retail - Department Stores","1527.0652004400001","11.503192106790477","54.5454545454545",,"5","33","21","3.8125",,,,,,,,,,,,,,,,,,,,,,,"-0.2686511414082","1.18925693182582","-0.8270830788179473","-1.3921941932413135","1.112037436604747","162.84642857142865","-37.8148608268473","24.1919376589402","55.572480847294806","21.20717781402938","-78.79282218597062","56.4612326043738","28.447161587686804"
JK Paper Ltd,JKPAPER,"Paper Products","1513.89137544","57.70694522868435","100","100","7","16","96","6.276315789473684",,,,,,,,,,,,,,,,,,,,,,,"-2.4041763978568","1.20747325841939","-2.478816448015142","-2.3590996289092745","0.7006051461373577","96.97857142857143","-7.19426638621751","22.6524461089689","51.2579974669636","15.909090909090882","-84.09090909090912","39.7887323943662","15.656565656565641"
